0,2114,3748
1,2216,3850
2,2314,3948
3,2413,4047
4,2510,48
5,2614,152
6,2712,250
7,2804,342
8,2904,442
9,2994,532
10,3083,621
11,3182,720
12,3283,821
13,3373,911
14,3469,1007
15,3569,1107
16,3655,1193
17,3751,1289
18,3852,1390
19,3948,1486
20,4054,1592
21,56,1690
22,158,1792
23,257,1891
24,357,1991
25,454,2088
26,558,2192
27,657,2291
28,749,2383
29,850,2484
30,942,2576
31,1033,2667
32,1132,2766
33,1233,2867
34,1324,2958
35,1419,3053
36,1519,3153
37,1605,3239
38,1704,3338
39,1807,3441
40,1906,3540
41,2014,3648
42,2111,3745
43,2214,3848
44,2312,3946
45,2411,4045
46,2509,47
47,2613,151
48,2712,250
49,2802,340
50,2903,441
51,2993,531
52,3082,620
53,3180,718
54,3281,819
55,3372,910
56,3468,1006
57,3568,1106
58,3654,1192
59,3750,1288
60,3850,1388
61,3947,1485
62,4053,1591
63,55,1689
64,157,1791
65,256,1890
66,356,1990
67,454,2088
68,557,2191
69,657,2291
70,749,2383
71,850,2484
72,943,2577
73,1033,2667
74,1133,2767
75,1232,2866
76,1323,2957
77,1419,3053
78,1518,3152
79,1605,3239
80,1703,3337
81,1807,3441
82,1905,3539
83,2014,3648
84,2111,3745
85,2213,3847
86,2312,3946
87,2411,4045
88,2509,47
89,2612,150
90,2711,249
91,2802,340
92,2902,440
93,2994,532
94,3082,620
95,3181,719
96,3281,819
97,3372,910
98,3469,1007
99,3567,1105
100,3654,1192
101,3750,1288
102,3851,1389
103,3947,1485
104,4053,1591
105,55,1689
106,157,1791
107,256,1890
108,356,1990
109,454,2088
110,557,2191
111,656,2290
112,749,2383
113,849,2483
114,942,2576
115,1032,2666
116,1131,2765
117,1232,2866
118,1323,2957
119,1418,3052
120,1517,3151
121,1605,3239
122,1703,3337
123,1806,3440
124,1905,3539
125,2013,3647
126,2111,3745
127,2212,3846
128,2311,3945
129,2410,4044
130,2509,47
131,2611,149
132,2711,249
133,2802,340
134,2902,440
135,2993,531
136,3081,619
137,3179,717
138,3281,819
139,3372,910
140,3467,1005
141,3566,1104
142,3654,1192
143,3748,1286
144,3850,1388
145,3946,1484
146,4052,1590
147,54,1688
148,156,1790
149,255,1889
150,355,1989
151,453,2087
152,556,2190
153,656,2290
154,748,2382
155,848,2482
156,942,2576
157,1032,2666
158,1131,2765
159,1231,2865
160,1323,2957
161,1418,3052
162,1517,3151
163,1605,3239
164,1702,3336
165,1805,3439
166,1904,3538
167,2013,3647
168,2110,3744
169,2212,3846
170,2311,3945
171,2410,4044
172,2508,46
173,2611,149
174,2711,249
175,2802,340
176,2901,439
177,2992,530
178,3081,619
179,3179,717
180,3280,818
181,3371,909
182,3467,1005
183,3566,1104
184,3654,1192
185,3748,1286
186,3850,1388
187,3946,1484
188,4053,1591
189,55,1689
190,157,1791
191,255,1889
192,355,1989
193,453,2087
194,556,2190
195,656,2290
196,748,2382
197,849,2483
198,942,2576
199,1032,2666
200,1131,2765
201,1231,2865
202,1324,2958
203,1418,3052
204,1517,3151
205,1605,3239
206,1702,3336
207,1806,3440
208,1905,3539
209,2013,3647
